num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
153,143,541,530,18000,51225796,The Phantom of the Opera ,96654,20660,2047,70000000,893,7.4,0
202,114,159,877,13000,16264475,Elizabeth: The Golden Age ,54787,16899,216,55000000,2000,6.9,0
178,93,45,352,9000,25857987,Æon Flux ,110614,10185,532,62000000,460,5.5,0
84,280,33,67,789,12870569,Gods and Generals ,13215,1671,497,56000000,640,6.3,953
44,100,0,745,995,11466088,Turbulence ,8983,3952,84,71000000,879,4.7,316
93,107,11,506,939,16088610,Imagine That ,10417,3742,39,55000000,605,5.6,610
277,119,33,518,3000,51178893,Muppets Most Wanted ,24285,6089,110,50000000,2000,6.4,10000
76,95,906,287,956,6768055,Thunderbirds ,11148,2260,229,57000000,579,4.2,437
197,119,59,676,2000,39440655,Burlesque ,61680,4315,222,55000000,828,6.4,19000
186,133,0,46,226,6167817,A Very Long Engagement ,62607,405,239,47000000,52,7.7,0
103,152,0,177,617,,Lolita ,67822,1403,207,2000000,367,7.7,0
66,96,13,534,13000,,Eye See You ,19706,15803,142,55000000,854,5.3,448
224,117,0,845,12000,81645152,Blade II ,158267,15371,559,54000000,919,6.7,0
202,123,125,835,10000,69951824,Seven Pounds ,232710,14727,599,55000000,3000,7.7,26000
279,92,394,565,13000,9483821,Bullet to the Head ,39247,25418,131,55000000,11000,5.7,10000
110,170,0,889,14000,66676062,The Godfather: Part III ,267980,16949,545,54000000,1000,7.6,0
190,123,488,2000,5000,26838389,Elizabethtown ,58658,12700,495,57000000,4000,6.4,0
136,110,94,240,277,75604320,"You, Me and Dupree ",68417,847,195,54000000,245,5.6,0
121,116,44,420,593,108200000,Superman II ,76331,2908,269,54000000,467,6.8,0
131,121,102,43,117,5660084,Gigli ,41620,286,418,54000000,62,2.4,2000
127,128,234,581,14000,7221458,All the King's Men ,20740,27614,178,55000000,12000,6.2,0
160,99,309,577,23000,70327868,Shaft ,58416,26527,301,46000000,1000,5.9,0
78,94,383,753,4000,58297830,Anastasia ,86347,6017,191,50000000,808,7.1,0
209,127,1000,653,1000,57386369,Moulin Rouge! ,224013,2601,2319,52500000,691,7.6,10000
98,89,17,303,12000,45207112,Domestic Disturbance ,21283,13390,190,53000000,708,5.5,361
391,123,108,3000,40000,62563543,Black Mass ,115216,63769,289,53000000,19000,7,44000
279,135,16000,310,23000,33574332,Flags of Our Fathers ,101221,24468,415,90000000,638,7.1,0
216,118,473,963,18000,73343413,Law Abiding Citizen ,217480,22517,429,50000000,1000,7.4,21000
250,189,0,1000,16000,25031037,Grindhouse ,155496,22186,532,53000000,3000,7.6,0
78,172,438,466,852,22843047,Beloved ,6082,2397,207,55000000,637,5.9,853
106,124,161,681,21000,5755286,Lucky You ,18310,26334,63,55000000,3000,5.9,672
194,141,14000,3000,29000,164435221,Catch Me If You Can ,525801,48153,667,52000000,15000,8,15000
558,157,0,304,1000,95720716,Zero Dark Thirty ,216032,2759,640,40000000,1000,7.4,39000
183,106,235,931,4000,118683135,The Break-Up ,102167,8315,483,52000000,957,5.8,0
238,108,58,838,14000,143704210,Mamma Mia! ,145974,26002,611,52000000,11000,6.3,10000
186,125,0,11000,14000,110476776,Valentine's Day ,95437,45696,211,52000000,12000,5.7,9000
144,107,422,379,631,80270227,The Dukes of Hazzard ,66382,2297,612,50000000,534,5.1,0
156,215,0,463,648,36385763,The Thin Red Line ,138941,1937,1448,52000000,568,7.6,0
215,118,71,634,16000,37035845,The Change-Up ,136680,28045,149,52000000,10000,6.4,13000
140,118,869,21,134,34580635,Man on the Moon ,100743,209,549,52000000,27,7.4,0
133,178,17000,574,22000,42438300,Casino ,333542,24183,533,52000000,721,8.2,11000
203,92,180,75,211,23324666,From Paris with Love ,97775,488,211,52000000,135,6.5,0
127,104,13,343,961,23020488,Bulletproof Monk ,42324,2422,180,52000000,691,5.5,846
155,116,101,79,889,90567722,"Me, Myself & Irene ",185878,1711,481,51000000,624,6.5,0
98,90,176,523,677,72601713,Barnyard ,21396,2055,155,51000000,560,5.6,605
71,93,14,728,2000,35092918,Deck the Halls ,15740,5468,110,,1000,4.9,1000
299,130,129,12000,21000,296623634,The Twilight Saga: New Moon ,220758,64040,919,50000000,17000,4.6,13000
212,90,80,21,145,267652016,Shrek ,467113,275,945,60000000,50,7.9,0
413,106,53,593,13000,62453315,The Adjustment Bureau ,200035,14607,407,50200000,963,7.1,36000
67,155,58,720,25000,165500000,Robin Hood: Prince of Thieves ,145257,38518,322,48000000,11000,6.9,0
109,139,488,597,10000,153620822,Jerry Maguire ,189923,12182,318,50000000,743,7.3,0
457,112,3000,1000,15000,218628680,Ted ,471644,21773,623,50000000,3000,7,74000
156,139,274,285,625,147637474,As Good as It Gets ,224671,1474,470,50000000,440,7.7,11000
55,115,293,878,49000,135014968,Patch Adams ,80580,74382,375,50000000,22000,6.7,0
272,143,285,7000,11000,2175312,Anchorman 2: The Legend Continues ,131227,28176,346,50000000,8000,6.3,41000
117,96,65,828,12000,126203320,Mr. Deeds ,110432,26826,309,50000000,11000,5.8,0
539,112,14000,417,1000,126975169,Super 8 ,287822,3388,849,50000000,560,7.1,37000
169,131,0,658,8000,125548685,Erin Brockovich ,135246,10003,498,52000000,883,7.3,0
140,116,80,651,11000,105807520,How to Lose a Guy in 10 Days ,156717,14087,357,50000000,1000,6.4,0
330,112,97,584,17000,191616238,22 Jump Street ,258186,19428,322,50000000,920,7.1,24000
120,123,277,4000,11000,105264608,Interview with the Vampire: The Vampire Chronicles ,239752,25697,406,60000000,10000,7.6,11000
190,104,235,1000,14000,97680195,Yes Man ,271691,29505,243,70000000,11000,6.8,0
177,107,43,569,12000,126088877,Central Intelligence ,33354,14569,110,50000000,919,6.6,10000
65,124,0,701,8000,91030827,Stepmom ,46482,9988,252,50000000,818,6.7,0
145,96,51,322,8000,150315155,Daddy's Home ,54010,10886,130,50000000,2000,6.1,13000
321,125,252,10000,40000,127997349,Into the Woods ,101178,62837,779,50000000,11000,6,90000
230,129,0,277,18000,88504640,Inside Man ,273108,19148,646,45000000,412,7.6,0
143,90,241,416,1000,81517441,Payback ,111368,3148,394,50000000,495,7.1,0
55,109,155,293,426,81022333,Congo ,34471,1761,147,50000000,387,5,0
257,124,488,1000,19000,75621915,We Bought a Zoo ,111003,36873,199,,13000,7.1,22000
279,121,295,329,12000,79948113,Knowing ,186879,13421,791,50000000,748,6.2,0
143,95,9,11000,14000,88658172,Failure to Launch ,58412,37967,242,50000000,11000,5.6,2000
196,128,62,874,6000,75888270,The Ring Two ,71153,10163,560,,989,5.4,0
310,118,43,7000,33000,84244877,"Crazy, Stupid, Love. ",375456,57426,292,50000000,15000,7.4,44000
116,80,12,58,13000,75367693,Garfield ,58961,13430,232,35000000,258,5,795
105,99,148,660,2000,73701902,Christmas with the Kranks ,27548,6729,209,60000000,843,5.2,0
419,133,152,11000,22000,75605492,Moneyball ,283563,53094,312,50000000,18000,7.6,27000
64,127,249,808,18000,67823573,Outbreak ,91176,30383,130,50000000,11000,6.6,0
359,106,174,660,14000,91439400,Non-Stop ,200647,16967,384,50000000,664,7,24000
166,98,99,433,12000,67128202,Race to Witch Mountain ,43328,14007,110,65000000,536,5.7,0
525,132,160,443,20000,70496802,V for Vendetta ,791783,22417,2042,54000000,979,8.2,48000
165,114,71,55,154,60470220,Shanghai Knights ,81444,428,192,50000000,131,6.2,955
2,45,,132,416,,Unforgotten             ,1824,1816,9,,171,7.9,0
87,78,5,1000,8000,58336565,Curious George ,12845,11124,118,50000000,2000,6.6,624
117,101,23,541,660,66002004,Herbie Fully Loaded ,36431,2177,168,50000000,651,4.7,1000
113,113,39,477,1000,54997476,Don't Say a Word ,40362,3341,248,50000000,912,6.3,970
349,98,75,467,10000,55682070,Hansel & Gretel: Witch Hunters ,159868,11946,304,50000000,520,6.1,45000
152,124,213,372,838,52752475,Unfaithful ,63067,2583,533,50000000,593,6.7,0
288,109,154,144,15000,55092830,I Am Number Four ,195043,15608,329,60000000,348,6.1,27000
358,128,79,414,13000,50815288,Syriana ,109188,14747,625,50000000,903,7,0
204,144,0,681,769,52822418,13 Hours ,47764,3580,219,50000000,726,7.4,44000
156,95,34,679,17000,50150619,The Book of Life ,45580,19513,102,50000000,995,7.3,18000
171,105,12,935,87000,48745150,Firewall ,50170,101383,306,50000000,11000,5.8,773
76,121,16000,826,16000,50007168,Absolute Power ,39529,19139,142,50000000,1000,6.7,1000
97,125,0,957,10000,48154732,G.I. Jane ,60326,15569,142,50000000,2000,5.8,2000
157,129,21000,283,495,48265581,The Game ,261069,1397,506,50000000,294,7.8,25000
267,132,50,368,992,46982632,Silent Hill ,172792,1933,1740,50000000,495,6.6,0
118,118,41,585,18000,44737059,The Replacements ,48322,24024,261,50000000,4000,6.5,0
291,113,22,1000,3000,56724080,American Reunion ,172112,8398,181,50000000,1000,6.7,39000
68,140,473,294,18000,44484065,The Negotiator ,107227,20152,279,50000000,822,7.3,3000
228,89,77,159,490,47553512,Into the Storm ,54101,1367,210,50000000,298,5.8,15000
36,104,644,174,437,42610000,Beverly Hills Cop III ,60293,1093,114,55000000,289,5.5,669
105,106,287,767,16000,41482207,Gremlins 2: The New Batch ,68428,19610,148,50000000,823,6.3,0
276,141,71,3000,21000,47105085,The Judge ,136973,30183,275,50000000,3000,7.4,47000
93,124,75,258,294,41256277,The Peacemaker ,46451,1289,156,50000000,273,5.9,0
191,98,38,706,14000,50740078,Resident Evil: Apocalypse ,151580,16791,672,45000000,919,6.2,0
143,108,17,186,14000,40203020,Bridget Jones: The Edge of Reason ,74315,15634,259,40000000,1000,5.9,0
124,114,73,323,18000,40905277,Out of Time ,45895,19739,157,50000000,886,6.5,1000
47,101,0,158,854,38590500,On Deadly Ground ,17997,1860,140,50000000,643,4.4,812
66,93,0,717,12000,39177541,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,177,50000000,722,3.5,0
118,119,0,39,29000,39778599,The Beach ,176169,29461,548,50000000,414,6.6,0
93,119,0,434,627,37486138,Raising Helen ,30890,2052,106,50000000,508,6,718
235,99,160,72,330,38105077,Ninja Assassin ,58349,701,194,40000000,119,6.4,0
113,137,0,432,24000,35168395,For Love of the Game ,26034,25469,226,50000000,743,6.5,0
14,105,,5,325,,A Touch of Frost             ,4438,344,33,,7,7.8,361
51,117,31,210,2000,32800000,Striptease ,34896,3016,118,40000000,472,4.3,877
98,87,9,1000,15000,33643461,Marmaduke ,11257,20061,65,50000000,2000,4.2,0
315,129,16000,447,13000,32741596,Hereafter ,80140,14344,323,50000000,563,6.5,16000
136,115,58,401,33000,31874869,Murder by Numbers ,43574,34606,302,50000000,455,6.1,0
61,132,503,282,45000,30306268,Assassins ,62981,58528,84,50000000,13000,6.3,0
209,131,73,163,879,27667947,Hannibal Rising ,86374,1344,392,50000000,184,6.2,3000
99,95,0,323,13000,27067160,The Story of Us ,18404,14706,150,50000000,559,5.9,0
298,125,487,201,430,26616999,The Host ,92461,1300,347,40000000,329,5.9,43000
131,98,323,511,933,26536120,Basic ,49926,3357,286,50000000,631,6.5,0
146,110,16000,581,16000,26199517,Blood Work ,34356,18635,260,50000000,1000,6.4,705
245,118,670,294,6000,25450527,The International ,80196,7654,190,50000000,450,6.5,0
104,101,0,764,12000,25407250,Escape from L.A. ,54021,15935,227,50000000,898,5.7,0
4,60,,398,629,,Twisted             ,7945,2758,22,,512,7.5,915
162,90,663,521,14000,23159305,The Iron Giant ,128455,16358,514,70000000,631,8,0
259,119,0,639,13000,24006726,The Life Aquatic with Steve Zissou ,139535,15757,632,50000000,1000,7.3,0
79,139,378,303,11000,20389967,Free State of Jones ,3077,12786,47,50000000,552,6.7,10000
141,130,317,256,18000,19593740,The Life of David Gale ,88270,32637,420,50000000,14000,7.5,0
59,100,65,730,1000,19118247,Man of the House ,19829,6171,94,40000000,923,5.4,779
236,114,174,655,14000,26442251,Run All Night ,76010,16992,205,50000000,988,6.6,15000
356,96,0,509,10000,17114882,Eastern Promises ,189249,17211,398,25000000,6000,7.7,0
120,110,134,795,23000,18472363,Into the Blue ,63599,25049,208,50000000,1000,5.8,0
111,158,0,15,51,14131298,The Messenger: The Story of Joan of Arc ,55889,144,390,390000000,40,6.4,0
208,102,234,11000,20000,21557240,Your Highness ,85237,45202,274,49900000,11000,5.6,18000
174,84,260,692,6000,21283440,Dream House ,46239,8018,137,55000000,694,6,0
59,115,333,317,972,10556196,Mad City ,16562,2606,73,50000000,713,6.2,697
22,99,32,479,1000,16671505,Baby's Day Out ,33186,2949,78,50000000,619,5.9,0
34,135,596,2000,10000,10400000,The Scarlet Letter ,12037,15820,90,50000000,3000,5.1,943
214,108,218,405,6000,9528092,Fair Game ,38513,10191,127,22000000,3000,6.8,9000
28,43,,600,3000,,Defiance             ,33535,5381,149,,845,7,0
186,127,12000,897,984,10137232,Domino ,58015,5702,374,50000000,940,6,0
50,107,607,602,2000,9795017,Jade ,9227,5461,70,50000000,979,5.1,422
180,95,83,1000,18000,20488579,Gamer ,113483,29926,245,50000000,8000,5.8,0
231,124,98,592,1000,19445217,Beautiful Creatures ,67796,3580,258,60000000,852,6.2,14000
105,109,0,809,49000,8355815,Death to Smoochy ,34730,52885,341,55000000,811,6.4,0
226,102,0,1000,14000,28837115,Zoolander 2 ,34964,24107,150,50000000,8000,4.8,28000
75,88,5,338,11000,6471394,The Big Bounce ,15880,11972,93,50000000,387,4.9,288
82,87,0,591,2000,6291602,What Planet Are You From? ,8070,3954,91,50000000,602,5.6,255
296,104,71,982,12000,10706786,Drive Angry ,81800,16481,211,50000000,2000,5.5,15000
103,96,43,77,841,8742261,Street Fighter: The Legend of Chun-Li ,19824,1385,179,18000000,342,3.7,0
98,85,70,848,26000,43905746,The One ,77684,32831,294,49000000,5000,5.9,0
30,64,,184,1000,,Outlander             ,50391,1863,148,,531,8.5,31000
48,104,212,380,879,21413502,The Adventures of Ford Fairlane ,14429,2795,113,40000000,560,6.3,2000
195,135,628,830,22000,7994115,Pirate Radio ,90932,24316,209,,882,7.4,21000
223,190,0,215,599,124107476,Traffic ,170684,1418,867,48000000,399,7.6,0
149,127,14000,440,11000,197171806,Indiana Jones and the Last Crusade ,515306,12884,477,48000000,844,8.3,0
324,129,456,0,2000,12802907,Anna Karenina ,70886,2035,226,,35,6.6,36000
371,120,662,502,20000,31569268,Chappie ,172965,23051,627,49000000,2000,6.9,67000
75,118,176,308,18000,66488090,The Bone Collector ,120202,29748,397,48000000,11000,6.7,0
233,112,21000,237,17000,95308367,Panic Room ,206104,18141,850,48000000,324,6.8,0
32,89,42,235,598,,The Tooth Fairy ,1263,2353,32,1500000,555,4.6,352
150,114,737,393,2000,60652036,Three Kings ,137854,3743,560,48000000,490,7.1,3000
172,137,79,194,27000,1206135,Child 44 ,40568,27666,185,50000000,254,6.4,18000
103,112,109,261,779,56607223,Rat Race ,93367,1823,497,48000000,629,6.4,0
140,120,34,1000,18000,50173190,K-PAX ,148490,33615,537,48000000,12000,7.4,0
125,123,446,821,20000,47095453,Kate & Leopold ,64595,22209,316,48000000,1000,6.4,0
125,93,11000,484,3000,37879996,Bedazzled ,81888,5390,254,48000000,575,6,0
36,123,0,886,12000,25900000,The Cotton Club ,12771,18793,84,58000000,5000,6.5,828
295,122,446,600,23000,53574088,3:10 to Yuma ,237872,33548,560,55000000,8000,7.8,0
222,115,118,482,14000,89253340,Taken 3 ,133436,16967,323,48000000,794,6,38000
158,123,0,23,3000,37339525,Out of Sight ,71708,3768,307,48000000,745,7,0
72,96,0,302,2000,60154431,The Cable Guy ,122347,3718,345,47000000,1000,6,0
34,110,375,59,113,528972,Earth ,5639,371,55,,102,7.8,522
72,105,631,327,678,103738726,Dick Tracy ,47819,2096,164,100000000,631,6.1,2000
152,113,323,835,1000,69304264,The Thomas Crown Affair ,73068,4660,419,48000000,977,6.8,0
89,132,545,807,919,29781453,Riding in Cars with Boys ,22447,4796,210,48000000,811,6.4,0
145,93,270,535,13000,,First Blood ,172489,15192,376,14000000,954,7.7,0
144,115,0,12,29,,Solaris ,54057,95,236,1000000,29,8.1,0
93,75,0,677,4000,15519841,Happily N'Ever After ,8693,6863,71,47000000,769,4.5,261
46,108,350,77,8000,5600000,Mary Reilly ,11913,8349,97,47000000,115,5.8,616
84,105,29,692,8000,126805112,My Best Friend's Wedding ,98199,12344,169,46000000,1000,6.3,0
142,102,148,135,8000,93607673,America's Sweethearts ,47573,9176,343,48000000,973,5.7,881
185,118,22000,319,14000,67263182,Insomnia ,218771,15658,651,46000000,509,7.2,0
143,111,906,906,1000,92001027,Star Trek: First Contact ,97838,6315,286,45000000,1000,7.6,3000
178,81,39,364,13000,10539414,Jonah Hex ,45729,14619,176,47000000,541,4.7,0
65,116,380,826,18000,58918501,Courage Under Fire ,40126,33233,107,46000000,13000,6.6,975
73,86,293,255,509,181395380,Liar Liar ,220392,2070,243,45000000,418,6.8,0
72,127,65,345,788,14946229,The Infiltrator ,2581,2104,29,25000000,423,7.3,0
10,140,92,522,1000,,Inchon ,491,2704,16,48000000,623,2.7,115
35,91,32,628,924,130512915,The Flintstones ,60884,3244,85,45000000,664,4.8,0
358,98,118,558,14000,139852971,Taken 2 ,238671,16410,461,45000000,935,6.3,63000
151,84,119,750,807,110000082,Scary Movie 3 ,111526,3629,347,48000000,780,5.5,0
140,109,80,213,545,106807667,Miss Congeniality ,137377,1574,370,45000000,337,6.2,0
201,93,40,311,14000,101702060,Journey to the Center of the Earth ,85323,17925,212,45000000,3000,5.8,0
77,113,0,995,11000,95149435,The Princess Diaries 2: Royal Engagement ,53687,15362,152,40000000,1000,5.7,1000
43,141,79,956,18000,100768056,The Pelican Brief ,59569,30063,89,45000000,8000,6.5,0
39,119,541,551,821,92115211,The Client ,45798,4043,94,45000000,577,6.7,1000
207,97,0,760,11000,93452056,The Bucket List ,184795,14868,310,45000000,2000,7.4,22000
47,117,176,308,11000,83287363,Patriot Games ,81442,12757,137,45000000,530,6.9,0
132,101,126,586,3000,82931301,Monster-in-Law ,43358,6292,228,60000000,949,5.5,0
454,153,777,1000,20000,60962878,Prisoners ,383591,37321,620,46000000,15000,8.1,86000
109,122,845,854,18000,76261036,Training Day ,305929,22370,633,45000000,881,7.7,0
213,102,23,436,25000,71423726,Galaxy Quest ,123558,26998,609,45000000,724,7.3,19000
127,83,322,179,1000,71277420,Scary Movie 2 ,119590,1645,548,45000000,422,5.2,0
398,103,33,84,970,88625922,The Muppets ,75176,1336,252,45000000,91,7.1,26000
184,110,45,595,886,70001065,Blade ,191437,3174,582,45000000,650,7.1,0
127,136,49,730,17000,67253092,Coach Carter ,92702,20299,209,30000000,807,7.2,0
167,91,50,67,521,66790248,Changing Lanes ,57281,758,350,45000000,108,6.5,0
119,89,49,514,2000,65557989,Anaconda ,73539,3717,271,45000000,902,4.6,0
155,107,18,560,811,60786269,Coyote Ugly ,90539,3106,379,45000000,625,5.6,0
218,129,628,548,14000,59365105,Love Actually ,318634,28886,1004,45000000,14000,7.7,52000
117,95,487,1000,18000,162792677,A Bug's Life ,211226,24205,317,120000000,1000,7.2,0
208,122,117,140,40000,31598308,From Hell ,124765,41636,541,35000000,1000,6.8,0
38,110,49,20,13000,57362581,The Specialist ,50148,13331,116,45000000,279,5.4,0
48,135,41,808,982,53854588,Tin Cup ,37911,3648,73,45000000,843,6.3,1000
8,111,5,559,6000,,"Yours, Mine and Ours ",5888,7493,61,2500000,584,7.2,0
94,95,58,3000,14000,52580895,Kicking & Screaming ,30255,27351,118,45000000,8000,5.6,743
276,109,37,651,11000,51019112,The Hitchhiker's Guide to the Galaxy ,155745,14073,1053,50000000,2000,6.8,10000
59,93,38,631,1000,48114556,Fat Albert ,9380,4604,91,26000000,641,4.3,531
216,94,85,443,14000,50648679,Resident Evil: Extinction ,149549,16225,348,45000000,706,6.3,0
173,117,153,734,35000,46280507,Blended ,87165,49743,184,40000000,11000,6.5,12000
99,112,61,501,1000,38360195,Last Holiday ,21215,3757,116,45000000,976,6.4,0
42,111,161,132,11000,46815748,The River Wild ,32544,12161,69,45000000,894,6.3,0
25,96,0,563,1000,35617599,The Indian in the Cupboard ,20688,2965,47,45000000,845,5.9,0
339,141,0,404,749,47307550,Savages ,104301,1948,269,45000000,463,6.5,28000
127,94,160,167,550,32003620,Cellular ,79141,1102,355,25000000,216,6.5,2000
122,87,29,252,427,27972410,Johnny English ,114692,1461,285,35000000,304,6.1,2000
105,88,8,8000,12000,28133159,The Ant Bully ,30055,33822,70,50000000,11000,5.9,593
